PR_Number,Author,Score,Dead_Code_Count,Logic_Clones,Zombie_Syms,Zombie_Deps,Antipatterns,Comment_Violations,Timestamp
115219,YeldhamDev,0,0,0,0,,,,2026-03-03T19:40:05Z
115214,Repiteo,20,0,0,0,,,,2026-03-03T19:40:06Z
115212,KoBeWi,70,0,0,0,,,,2026-03-03T19:40:07Z
115209,kyle-wannacott,70,0,0,0,,,,2026-03-03T19:40:07Z
115204,KoBeWi,20,0,0,0,,,,2026-03-03T19:40:08Z
115192,Naros,20,0,0,0,,,,2026-03-03T19:40:09Z
115189,lawnjelly,70,0,0,0,,,,2026-03-03T19:40:10Z
115184,YeldhamDev,0,0,0,0,,,,2026-03-03T19:40:11Z
115183,Saulo-de-Souza,20,0,0,0,,,,2026-03-03T19:40:12Z
115182,ryevdokimov,20,0,0,0,,,,2026-03-03T19:40:13Z
115178,Rinnegatamante,70,0,0,0,,,,2026-03-03T19:40:14Z
115176,Image-unavailable,20,0,0,0,,,,2026-03-03T19:40:15Z
115174,LunaCapra,70,0,0,0,,,,2026-03-03T19:40:15Z
115160,Saulo-de-Souza,20,0,0,0,,,,2026-03-03T19:40:16Z
115157,Naros,20,0,0,0,,,,2026-03-03T19:40:17Z
115151,YeldhamDev,0,0,0,0,,,,2026-03-03T19:40:18Z
115136,ndarilek,20,0,0,0,,,,2026-03-03T19:40:19Z
115133,skiessq,0,0,0,0,,,,2026-03-03T19:40:19Z
115122,Flynsarmy,20,0,0,0,,,,2026-03-03T19:40:20Z
115120,L2750558108,20,0,0,0,,,,2026-03-03T19:40:21Z
115119,Nintorch,30,1,0,0,,,,2026-03-03T19:40:22Z
115115,BastiaanOlij,0,0,0,0,,,,2026-03-03T19:40:23Z
115113,Flynsarmy,20,0,0,0,,,,2026-03-03T19:40:24Z
115112,funkysandwich,50,0,0,0,,,,2026-03-03T19:40:24Z
115108,stuartcarnie,20,0,0,0,,,,2026-03-03T19:40:25Z
115104,FyiurAmron,70,0,0,0,,,,2026-03-03T19:40:26Z
115101,KoBeWi,20,0,0,0,,,,2026-03-03T19:40:27Z
115100,jackthepunished,0,0,0,0,,,,2026-03-03T19:40:28Z
115099,Nintorch,20,0,0,0,,,,2026-03-03T19:40:29Z
115098,c1phe7,20,0,0,0,,,,2026-03-03T19:40:29Z
115097,KoBeWi,20,0,0,0,,,,2026-03-03T19:40:30Z
115086,Kn1feKillz,70,0,0,0,,,,2026-03-03T19:40:31Z
115083,aaronfranke,20,0,0,0,,,,2026-03-03T19:40:32Z
115079,josejl1987,0,0,0,0,,,,2026-03-03T19:40:33Z
115070,YeldhamDev,0,0,0,0,,,,2026-03-03T19:40:34Z
115058,onequid,0,0,0,0,,,,2026-03-03T19:40:35Z
115053,Calinou,70,0,0,0,,,,2026-03-03T19:40:36Z
115052,Calinou,70,0,0,0,,,,2026-03-03T19:40:36Z
115040,QbieShay,70,0,0,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T19:40:37Z
115039,KoBeWi,20,0,0,0,,,,2026-03-03T19:40:38Z
115038,YeldhamDev,20,0,0,0,,,,2026-03-03T19:40:39Z
115030,KoBeWi,20,0,0,0,,,,2026-03-03T19:40:40Z
115027,HydrogenC,70,0,0,0,,,,2026-03-03T19:40:41Z
115014,Calinou,20,0,0,0,,,,2026-03-03T19:40:42Z
115013,neclor,0,0,0,0,,,,2026-03-03T19:40:43Z
115012,Calinou,20,0,0,0,,,,2026-03-03T19:40:44Z
115003,DarioSamo,70,0,0,0,,,,2026-03-03T19:40:45Z
114992,kleonc,0,0,0,0,,,,2026-03-03T19:40:45Z
114990,Nintorch,70,0,0,0,,,,2026-03-03T19:40:46Z
114967,ryevdokimov,20,0,0,0,,,,2026-03-03T19:40:47Z
114962,YeldhamDev,20,0,0,0,,,,2026-03-03T19:40:49Z
114961,Robert-K,0,0,0,0,,,,2026-03-03T19:40:50Z
114957,LucaTuerk,0,0,0,0,,,,2026-03-03T19:40:50Z
114946,MadeScientist,0,0,0,0,,,,2026-03-03T19:40:51Z
114944,Rindbee,0,0,0,0,,,,2026-03-03T19:40:52Z
114942,smix8,70,0,0,0,,,,2026-03-03T19:40:53Z
114941,syntaxerror247,0,0,0,0,,,,2026-03-03T19:40:54Z
114940,dsh0416,20,0,0,0,,,,2026-03-03T19:40:55Z
114939,BenEklundCS,20,0,0,0,,,,2026-03-03T19:40:56Z
114933,LucaTuerk,0,0,0,0,,,,2026-03-03T19:40:57Z
114926,DarioSamo,70,0,0,0,,,,2026-03-03T19:40:57Z
114924,AThousandShips,20,0,0,0,,,,2026-03-03T19:40:58Z
114914,nubels,20,0,0,0,,,,2026-03-03T19:40:59Z
114905,DevPoodle,70,0,0,0,,,,2026-03-03T19:41:00Z
114891,zjin123,20,0,0,0,,,,2026-03-03T19:41:01Z
114883,Oblepikha,20,0,0,0,,,,2026-03-03T19:41:02Z
114872,kitbdev,620,0,0,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T19:41:04Z
114870,Rindbee,0,0,0,0,,,,2026-03-03T19:41:04Z
114868,raulsntos,70,0,0,0,,,,2026-03-03T19:41:06Z
114867,neclor,0,0,0,0,,,,2026-03-03T19:41:07Z
114863,dugramen,70,0,0,0,,,,2026-03-03T19:41:08Z
114858,boozee,0,0,0,0,,,,2026-03-03T19:41:10Z
114845,melkerolle,20,2,0,0,,,,2026-03-03T19:41:11Z
114830,sydist,70,0,0,0,,,,2026-03-03T19:41:11Z
114826,mxtherfxcker,0,0,0,0,,,,2026-03-03T19:41:12Z
114823,PiCode9560,20,0,0,0,,,,2026-03-03T19:41:13Z
114818,Elabsurdo984,20,0,0,0,,,,2026-03-03T19:41:14Z
114815,Rigidity,70,0,0,0,,,,2026-03-03T19:41:15Z
114798,Ivorforce,30,1,0,0,,,,2026-03-03T19:41:16Z
114796,KoBeWi,20,0,0,0,,,,2026-03-03T19:41:16Z
114794,Clubhouse1661,50,0,0,0,,,,2026-03-03T19:41:17Z
114787,ColinSORourke,305,0,57,0,,,,2026-03-03T19:41:18Z
114780,Jsjosie,0,0,0,0,,,,2026-03-03T19:41:20Z
114776,Ezequias-Rodrigues,70,0,0,0,,,,2026-03-03T19:41:20Z
114764,neclor,0,0,0,0,,,,2026-03-03T19:41:21Z
114758,fire,20,0,0,0,,,,2026-03-03T19:41:22Z
114754,adamscott,40,2,0,0,,,,2026-03-03T19:41:23Z
114748,KoBeWi,70,0,0,0,,,,2026-03-03T19:41:24Z
114735,scgm0,0,0,0,0,,,,2026-03-03T19:41:25Z
114730,3maoyap,20,0,0,0,,,,2026-03-03T19:41:26Z
114724,Oblepikha,70,0,0,0,,,,2026-03-03T19:41:27Z
114720,ColinSORourke,20,0,0,0,,,,2026-03-03T19:41:28Z
114715,ryevdokimov,20,0,0,0,,,,2026-03-03T19:41:28Z
114702,KoBeWi,20,0,0,0,,,,2026-03-03T19:41:29Z
114692,Chaosus,20,0,0,0,,,,2026-03-03T19:41:31Z
114690,adamscott,1855,2,3,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T19:41:33Z
114689,mxtherfxcker,0,0,0,0,,,,2026-03-03T19:41:34Z
114687,dekrain,70,0,0,0,,,,2026-03-03T19:41:34Z
114681,KoBeWi,20,0,0,0,,,,2026-03-03T19:41:35Z
114679,dekrain,20,0,0,0,,,,2026-03-03T19:41:36Z
114671,syntaxerror247,70,0,0,0,,,,2026-03-03T19:41:37Z
114670,BastiaanOlij,70,0,0,0,,,,2026-03-03T19:41:38Z
114669,jackthepunished,0,0,0,0,,,,2026-03-03T19:41:39Z
114664,kitbdev,20,0,0,0,,,,2026-03-03T19:41:40Z
114662,kitbdev,20,0,0,0,,,,2026-03-03T19:41:41Z
114661,Joy-less,20,0,0,0,,,,2026-03-03T19:41:42Z
114656,rpgshooter,0,0,0,0,,,,2026-03-03T19:41:43Z
114649,bruvzg,20,0,0,0,,,,2026-03-03T19:41:44Z
114644,blendegames,20,0,0,0,,,,2026-03-03T19:41:45Z
114642,Nintorch,35,0,3,0,,,,2026-03-03T19:41:46Z
114641,BastiaanOlij,20,0,0,0,,,,2026-03-03T19:41:46Z
114633,Dowsley,20,0,0,0,,,,2026-03-03T19:41:47Z
114632,ndarilek,20,0,0,0,,,,2026-03-03T19:41:48Z
114628,ndarilek,20,0,0,0,,,,2026-03-03T19:41:49Z
114625,wrenz777,20,0,0,0,,,,2026-03-03T19:41:50Z
114622,LucaTuerk,0,0,0,0,,,,2026-03-03T19:41:51Z
114612,dugramen,70,0,0,0,,,,2026-03-03T19:41:51Z
114611,Kaleb-Reid,20,0,0,0,,,,2026-03-03T19:41:52Z
114607,AyyZerrAsa,20,0,0,0,,,,2026-03-03T19:41:53Z
114601,ndarilek,20,0,0,0,,,,2026-03-03T19:41:54Z
114598,HolonProduction,70,0,0,0,,,,2026-03-03T19:41:55Z
114596,bruvzg,70,0,0,0,,,,2026-03-03T19:41:56Z
114594,KoBeWi,20,0,0,0,,,,2026-03-03T19:41:57Z
114590,timjrobinson,0,0,0,0,,,,2026-03-03T19:41:58Z
114589,Nintorch,70,0,0,0,,,,2026-03-03T19:41:59Z
114587,celyk,0,0,0,0,,,,2026-03-03T19:42:00Z
114586,dontpanicitsfine,20,0,0,0,,,,2026-03-03T19:42:01Z
114585,williamchange,70,0,0,0,,,,2026-03-03T19:42:02Z
114577,BlueCube3310,20,0,0,0,,,,2026-03-03T19:42:03Z
114568,suhankins,20,0,0,0,,,,2026-03-03T19:42:03Z
114561,ndarilek,20,0,0,0,,,,2026-03-03T19:42:04Z
114557,mxtherfxcker,0,0,0,0,,,,2026-03-03T19:42:05Z
114556,jgill88,70,0,0,0,,,,2026-03-03T19:42:06Z
114555,onequid,20,0,0,0,,,,2026-03-03T19:42:07Z
114554,Nintorch,70,0,0,0,,,,2026-03-03T19:42:08Z
114552,Nintorch,70,0,0,0,,,,2026-03-03T19:42:08Z
114550,Nintorch,70,0,0,0,,,,2026-03-03T19:42:09Z
114546,chocola-mint,20,0,0,0,,,,2026-03-03T19:42:10Z
114544,KoBeWi,70,0,0,0,,,,2026-03-03T19:42:11Z
114538,kellemar,20,0,0,0,,,,2026-03-03T19:42:12Z
114533,HolonProduction,20,0,0,0,,,,2026-03-03T19:42:13Z
114531,KoBeWi,20,0,0,0,,,,2026-03-03T19:42:13Z
114518,Rindbee,20,0,0,0,,,,2026-03-03T19:42:14Z
114517,smix8,70,0,0,0,,,,2026-03-03T19:42:15Z
114516,mxtherfxcker,0,0,0,0,,,,2026-03-03T19:42:16Z
114515,smix8,70,0,0,0,,,,2026-03-03T19:42:16Z
114512,bruvzg,20,0,0,0,,,,2026-03-03T19:42:17Z
114509,Joy-less,20,0,0,0,,,,2026-03-03T19:42:18Z
114505,m4gr3d,25,0,1,0,,,,2026-03-03T19:42:19Z
114504,migueldeicaza,20,0,0,0,,,,2026-03-03T19:42:20Z
114498,onequid,0,0,0,0,,,,2026-03-03T19:42:21Z
114491,dugramen,70,0,0,0,,,,2026-03-03T19:42:22Z
114490,jmpdf,20,0,0,0,,,,2026-03-03T19:42:22Z
114480,TokageItLab,20,0,0,0,,,,2026-03-03T19:42:23Z
114478,DallasHuff,20,0,0,0,,,,2026-03-03T19:42:24Z
114473,billuo,0,0,0,0,,,,2026-03-03T19:42:25Z
114469,Morph317,70,0,0,0,,,,2026-03-03T19:42:26Z
114462,BlueCube3310,45,0,5,0,,,,2026-03-03T19:42:27Z
114460,HuntJSparra,0,0,0,0,,,,2026-03-03T19:42:28Z
114459,craig-king,0,0,0,0,,,,2026-03-03T19:42:29Z
114456,clride,20,0,0,0,,,,2026-03-03T19:42:29Z
114447,laspencer91,70,0,0,0,,,,2026-03-03T19:42:30Z
114446,ndarilek,20,0,0,0,,,,2026-03-03T19:42:31Z
114435,Cautami,20,0,0,0,,,,2026-03-03T19:42:32Z
114434,RealMadvicius,20,0,0,0,,,,2026-03-03T19:42:33Z
114430,Kn1feKillz,20,0,0,0,,,,2026-03-03T19:42:34Z
114427,ndarilek,70,0,0,0,,,,2026-03-03T19:42:34Z
114424,stuartcarnie,25,0,1,0,,,,2026-03-03T19:42:36Z
114423,M4rchy-S,20,0,0,0,,,,2026-03-03T19:42:37Z
114418,kleonc,70,0,0,0,,,,2026-03-03T19:42:37Z
114415,TheDying0fLight,20,0,0,0,,,,2026-03-03T19:42:38Z
114414,zjin123,70,0,0,0,,,,2026-03-03T19:42:39Z
114413,kushagra10025,20,0,0,0,,,,2026-03-03T19:42:40Z
114406,KoBeWi,20,0,0,0,,,,2026-03-03T19:42:41Z
114397,ryevdokimov,20,0,0,0,,,,2026-03-03T19:42:41Z
114396,kitbdev,70,0,0,0,,,,2026-03-03T19:42:42Z
114388,Levitifox,20,0,0,0,,,,2026-03-03T19:42:43Z
114387,TranquilMarmot,20,0,0,0,,,,2026-03-03T19:42:44Z
114386,AntonXCM,20,0,0,0,,,,2026-03-03T19:42:45Z
114381,KoBeWi,5,0,1,0,,,,2026-03-03T19:42:46Z
114378,Nintorch,70,0,0,0,,,,2026-03-03T19:42:46Z
114375,Nintorch,70,0,0,0,,,,2026-03-03T19:42:47Z
114374,Nintorch,70,0,0,0,,,,2026-03-03T19:42:48Z
114373,Nintorch,70,0,0,0,,,,2026-03-03T19:42:48Z
114369,TheDying0fLight,20,0,0,0,,,,2026-03-03T19:42:49Z
114368,TheDying0fLight,20,0,0,0,,,,2026-03-03T19:42:50Z
114365,ej-sanmartin,0,0,0,0,,,,2026-03-03T19:42:51Z
114361,AndyMakesGames,20,0,0,0,,,,2026-03-03T19:42:52Z
114353,nikitalita,20,0,0,0,,,,2026-03-03T19:42:53Z
114351,emanvidmaker,20,0,0,0,,,,2026-03-03T19:42:54Z
114347,Nintorch,170,0,0,0,,Hallucinated Security Fix: PR body claims 'RCE' but only non-code files changed (xml). A real security fix requires modifying source code.,,2026-03-03T19:42:55Z
114345,dalexeev,0,0,0,0,,,,2026-03-03T19:42:55Z
114344,Nintorch,70,0,0,0,,,,2026-03-03T19:42:56Z
114338,Nintorch,170,0,0,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T19:42:57Z
114329,kellemar,20,0,0,0,,,,2026-03-03T19:42:58Z
114327,LanzaSchneider,20,0,0,0,,,,2026-03-03T19:42:59Z
114324,m4gr3d,70,0,0,0,,,,2026-03-03T19:43:00Z
114319,DexterFstone,70,0,0,0,,,,2026-03-03T19:43:00Z
114307,scgm0,20,0,0,0,,,,2026-03-03T19:43:01Z
114304,tom-thompson,20,0,0,0,,,,2026-03-03T19:43:02Z
114300,TheDying0fLight,0,0,0,0,,,,2026-03-03T19:43:03Z
114289,Meorge,20,0,0,0,,,,2026-03-03T19:43:04Z
114285,dugramen,70,0,0,0,,,,2026-03-03T19:43:05Z
114278,Meorge,20,0,0,0,,,,2026-03-03T19:43:06Z
114265,mortifiedtux,20,0,0,0,,,,2026-03-03T19:43:07Z
114263,mxtherfxcker,0,0,0,0,,,,2026-03-03T19:43:08Z
114257,RoyBerardo,20,0,0,0,,,,2026-03-03T19:43:09Z
114251,iker-sr,20,0,0,0,,,,2026-03-03T19:43:10Z
114241,lodetrick,0,0,0,0,,,,2026-03-03T19:43:11Z
114239,bruvzg,70,0,0,0,,,,2026-03-03T19:43:12Z
114236,warriormaster12,70,0,0,0,,,,2026-03-03T19:43:12Z
114233,Kaleb-Reid,20,0,0,0,,,,2026-03-03T19:43:14Z
114221,kitbdev,70,0,0,0,,,,2026-03-03T19:43:14Z
114219,Joy-less,20,0,0,0,,,,2026-03-03T19:43:15Z
114217,kitbdev,20,0,0,0,,,,2026-03-03T19:43:17Z
114216,kitbdev,20,0,0,0,,,,2026-03-03T19:43:18Z
114215,hex110,20,0,0,0,,,,2026-03-03T19:43:19Z
114212,RandomShaper,70,0,0,0,,,,2026-03-03T19:43:19Z
114209,RandomShaper,20,0,0,0,,,,2026-03-03T19:43:20Z
114204,bruvzg,20,0,0,0,,,,2026-03-03T19:43:21Z
114195,SourceOfHTML,0,0,0,0,,,,2026-03-03T19:43:22Z
114193,Yanxiyimengya,20,0,0,0,,,,2026-03-03T19:43:23Z
114191,sockeye-d,0,0,0,0,,,,2026-03-03T19:43:31Z
114188,voylin,20,0,0,0,,,,2026-03-03T19:43:31Z
114171,kitbdev,20,0,0,0,,,,2026-03-03T19:43:33Z
114168,Meorge,40,2,0,0,,,,2026-03-03T19:43:34Z
114161,KoBeWi,0,0,0,0,,,,2026-03-03T19:43:34Z
114158,BlueCube3310,125,8,5,0,,,,2026-03-03T19:43:35Z
114151,Daylily-Zeleen,20,0,0,0,,,,2026-03-03T19:43:36Z
114149,DarioSamo,70,0,0,0,,,,2026-03-03T19:43:37Z
114129,wjt,20,0,0,0,,,,2026-03-03T19:43:38Z
114126,RoyBerardo,70,0,0,0,,,,2026-03-03T19:43:39Z
114125,BenLubar,20,0,0,0,,,,2026-03-03T19:43:40Z
114124,RoyBerardo,70,0,0,0,,,,2026-03-03T19:43:40Z
114114,ryevdokimov,20,0,0,0,,,,2026-03-03T19:43:41Z
114107,DexterFstone,70,0,0,0,,,,2026-03-03T19:43:42Z
114102,AR-DEV-1,20,0,0,0,,,,2026-03-03T19:43:43Z
114094,directrix1,20,0,0,0,,,,2026-03-03T19:43:44Z
114093,celyk,20,0,0,0,,,,2026-03-03T19:43:45Z
114090,kitbdev,20,0,0,0,,,,2026-03-03T19:43:46Z
114083,Withaust,20,0,0,0,,,,2026-03-03T19:43:47Z
114080,Rookfighter,20,0,0,0,,,,2026-03-03T19:43:47Z
114066,zhehangd,20,0,0,0,,,,2026-03-03T19:43:48Z
114061,dsnopek,20,0,0,0,,,,2026-03-03T19:43:49Z
114038,DarioSamo,20,0,0,0,,,,2026-03-03T19:43:50Z
114036,fkeyzuwu,70,0,0,0,,,,2026-03-03T19:43:51Z
114028,DexterFstone,70,0,0,0,,,,2026-03-03T19:43:52Z
114025,PierceLBrooks,20,0,0,0,,,,2026-03-03T19:43:53Z
114023,Meorge,70,0,0,0,,,,2026-03-03T19:43:53Z
114021,tkpmonke,70,0,0,0,,,,2026-03-03T19:43:54Z
114020,Meorge,70,0,0,0,,,,2026-03-03T19:43:55Z
114005,kitbdev,20,0,0,0,,,,2026-03-03T19:43:57Z
114004,KoBeWi,20,0,0,0,,,,2026-03-03T19:43:58Z
113996,migueldeicaza,20,0,0,0,,,,2026-03-03T19:43:58Z
113991,zhehangd,70,0,0,0,,,,2026-03-03T19:43:59Z
113987,KoBeWi,20,0,0,0,,,,2026-03-03T19:44:00Z
113973,Journoud-Lucas,20,0,0,0,,,,2026-03-03T19:44:01Z
113955,nicoewok,70,0,0,0,,,,2026-03-03T19:44:01Z
113954,KoBeWi,20,0,0,0,,,,2026-03-03T19:44:02Z
113948,Koyper,20,0,0,0,,,,2026-03-03T19:44:03Z
113937,LunaticInAHat,20,0,0,0,,,,2026-03-03T19:44:05Z
113928,AThousandShips,70,0,0,0,,,,2026-03-03T19:44:05Z
113923,VewDev,20,0,0,0,,,,2026-03-03T19:44:06Z
113918,lodetrick,20,0,0,0,,,,2026-03-03T19:44:07Z
113914,KoBeWi,70,0,0,0,,,,2026-03-03T19:44:08Z
113906,Kapparoti,70,0,0,0,,,,2026-03-03T19:44:08Z
113905,migueldeicaza,20,0,0,0,,,,2026-03-03T19:44:09Z
113886,deralmas,50,0,0,0,,,,2026-03-03T19:44:10Z
113883,bruvzg,20,0,0,0,,,,2026-03-03T19:44:11Z
113879,bruvzg,20,0,0,0,,,,2026-03-03T19:44:12Z
113869,adamscott,0,0,0,0,,,,2026-03-03T19:44:13Z
113866,aaronp64,0,0,0,0,,,,2026-03-03T19:44:13Z
113863,allenwp,50,0,0,0,,,,2026-03-03T19:44:14Z
113861,allenwp,0,0,0,0,,,,2026-03-03T19:44:15Z
113858,Evelyn-Hill,20,0,0,0,,,,2026-03-03T19:44:16Z
113855,TheDying0fLight,20,0,0,0,,,,2026-03-03T19:44:17Z
113853,DarioSamo,70,0,0,0,,,,2026-03-03T19:44:18Z
113846,aaronfranke,30,1,0,0,,,,2026-03-03T19:44:19Z
113839,chrrs,20,0,0,0,,,,2026-03-03T19:44:20Z
113836,Kimau,20,0,0,0,,,,2026-03-03T19:44:20Z
113826,sorche942,20,0,0,0,,,,2026-03-03T19:44:21Z
113825,nikitalita,20,0,0,0,,,,2026-03-03T19:44:22Z
113823,Alex2782,0,0,0,0,,,,2026-03-03T19:44:23Z
113784,Kaleb-Reid,225,0,1,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T19:44:24Z
113779,LilithSilver,70,0,0,0,,,,2026-03-03T19:44:25Z
113772,LilithSilver,70,0,0,0,,,,2026-03-03T19:44:26Z
113768,TheDying0fLight,20,0,0,0,,,,2026-03-03T19:44:26Z
113763,Calinou,70,0,0,0,,,,2026-03-03T19:44:27Z
113762,LilithSilver,70,0,0,0,,,,2026-03-03T19:44:28Z
113759,Calinou,20,0,0,0,,,,2026-03-03T19:44:29Z
113758,deralmas,20,0,0,0,,,,2026-03-03T19:44:29Z
113756,jean-kevin-afk,70,0,0,0,,,,2026-03-03T19:44:30Z
113736,benjaminc247,95,2,1,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T19:44:31Z
113734,deralmas,20,0,0,0,,,,2026-03-03T19:44:32Z
113731,dohoonk,60,3,2,0,,,,2026-03-03T19:44:33Z
113722,KoBeWi,20,0,0,0,,,,2026-03-03T19:44:34Z
113705,laomengwa,0,0,0,0,,,,2026-03-03T19:44:35Z
113702,chocola-mint,20,0,0,0,,,,2026-03-03T19:44:36Z
113696,SomeRanDev,20,0,0,0,,,,2026-03-03T19:44:37Z
113686,Rindbee,0,0,0,0,,,,2026-03-03T19:44:38Z
113678,KoBeWi,20,0,0,0,,,,2026-03-03T19:44:39Z
113667,aoisensi,20,0,0,0,,,,2026-03-03T19:44:40Z
113664,shadow-foss,0,0,0,0,,,,2026-03-03T19:44:41Z
113659,williluk,0,0,0,0,,,,2026-03-03T19:44:41Z
113653,SatLess,20,0,0,0,,,,2026-03-03T19:44:42Z
113635,Nintorch,70,0,0,0,,,,2026-03-03T19:44:43Z
113610,aminalav,0,0,0,0,,,,2026-03-03T19:44:44Z
113605,TokageItLab,20,0,0,0,,,,2026-03-03T19:44:45Z
113586,Ivorforce,20,0,0,0,,,,2026-03-03T19:44:46Z
113579,lodetrick,0,0,0,0,,,,2026-03-03T19:44:47Z
113562,DexterFstone,20,0,0,0,,,,2026-03-03T19:44:47Z
113560,zhehangd,70,0,0,0,,,,2026-03-03T19:44:48Z
113543,bruvzg,70,0,0,0,,,,2026-03-03T19:44:49Z
113534,NguyenBrando,170,0,0,0,,Hallucinated Security Fix: PR body claims 'RCE' but only non-code files changed (xml). A real security fix requires modifying source code.,,2026-03-03T19:44:50Z
113509,QbieShay,20,0,0,0,,,,2026-03-03T19:44:50Z
113504,blueskythlikesclouds,20,0,0,0,,,,2026-03-03T19:44:51Z
113484,xuhuisheng,20,0,0,0,,,,2026-03-03T19:44:52Z
